News Titles,Day,Date,Links
"Telangana

Manda Krishna Madiga has no right to comment on Congress, says former Minister
 The Hindu Bureau",Sunday, 14th April 2024,https://www.thehindu.com/news/national/telangana/
"Telangana

BJP asks State Government to pay compensation to farmers after EC approval
 The Hindu Bureau",Sunday, 14th April 2024,https://www.thehindu.com/news/national/telangana/
"Delhi

Gender sensitisation key to making DU fest season safe, say women students
Ashna Butani",Sunday, 14th April 2024,https://www.thehindu.com/news/cities/Delhi/
"Tennis

Nadal to make long-awaited ATP return next week in Barcelona
 AFP",Sunday, 14th April 2024,https://www.thehindu.com/sport/tennis/
"Andhra Pradesh Assembly

TDP behind attack on Jagan, allege YSRCP leaders
 The Hindu Bureau",Sunday, 14th April 2024,https://www.thehindu.com/elections/andhra-pradesh-assembly/
"Theatre

How a street play made it to the auditoriums
Prince Frederick",Sunday, 14th April 2024,https://www.thehindu.com/entertainment/theatre/
"Andhra Pradesh

The baby-father ‘cradle bond’ of the Muria tribe
T. Appala Naidu",Sunday, 14th April 2024,https://www.thehindu.com/news/national/andhra-pradesh/
"World
Live
Iran-Israel tensions LIVE updates | Biden tells Netanyahu U.S. would not take part in offensive response against Iran, media reports say
 The Hindu Bureau",Sunday, 14th April 2024,https://www.thehindu.com/news/international/
"Lok Sabha Elections

BJP hopes for a hat-trick in Uttarakhand, but the party has not endeared itself to faujis and farmers
Ishita Mishra",Sunday, 14th April 2024,https://www.thehindu.com/elections/lok-sabha/
"CSK vs MI
IPL 2024 | Matheesha Pathirana could miss MI clash, close to match fitness: CSK coach Fleming
 ANI",Sunday, 14th April 2024,
"
premium
The trend in climate change jurisprudence | Explained
Jacob Koshy",Sunday, 14th April 2024,/premium/
"World

Myanmar’s international borders in control of rebel groups: Leading Myanmarese commentator
Kallol Bhattacherjee",Sunday, 14th April 2024,https://www.thehindu.com/news/international/
"India

Dalkhola, a Bangla oasis for boozers in dry Bihar
Amarnath Tewary",Sunday, 14th April 2024,https://www.thehindu.com/news/national/
"DC vs LSG
IPL 2024 | Rahul, Langer's backing motivated me: LSG batter Badoni
 PTI",Sunday, 14th April 2024,
"Lok Sabha Elections

How did the law on disclosure of assets evolve? | Explained
K. Venkataramanan",Sunday, 14th April 2024,https://www.thehindu.com/elections/lok-sabha/
"Football

ISL | NorthEast United FC end campaign on high note
 PTI",Sunday, 14th April 2024,https://www.thehindu.com/sport/football/
"
premium
Joys and challenges of a joint family
Radhika Chandika",Sunday, 14th April 2024,/premium/
"
premium
Running out of data
K. Harindranathan",Sunday, 14th April 2024,/premium/
"Lok Sabha Elections

Lok Sabha polls | Congress will abolish Agniveer scheme, says Raj Babbar
 The Hindu Bureau",Sunday, 14th April 2024,https://www.thehindu.com/elections/lok-sabha/
"
premium
Soldiering on
George Netto",Sunday, 14th April 2024,/premium/
"
premium
Why is there a WHO alert on viral hepatitis? | Explained
Bindu Shajan Perappadan",Sunday, 14th April 2024,/premium/
"Uttar Pradesh

BJP playing with democratic values, the 2024 election is to save India’s Constitution: Akhilesh
Mayank Kumar",Sunday, 14th April 2024,https://www.thehindu.com/news/national/uttar-pradesh/
"World

Israel closes airspace as Iran launches drones in first-ever full-scale military assault
 AP",Sunday, 14th April 2024,https://www.thehindu.com/news/international/
"
premium
An encounter with an apparition
Buddhadev Nandi",Sunday, 14th April 2024,/premium/
"Manipur

Manipur car bomb blast | NIA files charge sheet against two accused
 PTI",Sunday, 14th April 2024,https://www.thehindu.com/news/national/manipur/
"
premium
Perfectly normal
Saraswathi Narayanan",Sunday, 14th April 2024,/premium/
"Kochi

Optimism over resolution of mass liturgy issue
 The Hindu Bureau",Sunday, 14th April 2024,https://www.thehindu.com/news/cities/Kochi/
"
premium
Message in a meteor
Jayam Anantharaman",Sunday, 14th April 2024,/premium/
"
premium
Kalvakuntla Kavitha | Under the shadow
B. Chandrashekhar",Sunday, 14th April 2024,/premium/
"Football

Bruno Fernandes earns unconvincing Man United draw at Bournemouth
 Reuters",Sunday, 14th April 2024,https://www.thehindu.com/sport/football/
"Football

Haaland scores as Man City routs Luton 5-1 to go top of English Premier League
 AP",Sunday, 14th April 2024,https://www.thehindu.com/sport/football/
